,sentiment,content
1524,1,shot new rifle auto reset plinker target built shop class work great
1525,1,jonasbrothers can t wait definately going amazing lt michelle
1526,1,happy mother s day gonna awesome blessed day getting ready bed beautiful sunny sunday
1527,0,livetosingxo first fight
1528,0,amp malware work pc miss dept
1529,0,depressed watching think dance
1530,1,mollieandme hello sooo awesome dont ever stop haha make fall chair laughing x
1531,1,dougiemcfly haha dude b date p wish u ur b day oth november also turn u reply please
1532,1,atomicfern made day http tinyurl com cumqmv
1533,0,mmm home made pizza that helped make home made cheesecake to eat soon amp family nice day mother amp nanna
1534,0,okay whats twitter laptop completely broke computer acting dont reckon
1535,1,http twitpic com wehl graduation pic
1536,0,need cheering
1537,1,goin bed goodnight everyone
1538,0,theguigirl awwww thanks unfortunately everything close pm sweden friday presentation am monday
1539,0,way shreveport forget bad thing brought life
1540,0,miss baby day
1541,1,lolbethie sound great right now ridiculously hot house
1542,1,jonathanrknight hey babe happy hear twitter today show amazing
1543,0,alwaysmuah hey ruthie girl u send lovely twitts never respond hurt how s mikey dion
1544,1,figured twitter phone
1545,0,jcubed dang course jealous cuz think first
1546,0,sun breaking cloud and covered again
1547,0,seriously heartbroken
1548,1,new t mobile advert trafalger square look like lot fun except load pigeon too
1549,1,looking forward finale race next week missing castle girl though race fan welcome watch chez moi
1550,1,incredibly happy person energy love dance amp laugh the thing know i m one earth ppl
1551,0,last day school sad
1552,1,rudedoodle thankyou
1553,1,can t wait till move home life next year wacky adventure every day
1554,0,figure start raining freed work
1555,1,ckjchambers agree g b reef got vote queensland
1556,1,atbandre nice wedding ring shiny
1557,1,obsessing chris pine heehee
1558,1,abstractg grendel tigertigercb woohoo got sunbeam cafï¿½ series grinder eu food epic win
1559,0,glad got cleared up lah you idk linda hate though
1560,0,today say goodbye second good friend week dmp least sun shinning definately working pm
1561,0,hairstylist left salon without telling going damn
1562,0,onlyjesus hospital week half pretty much virge dying
1563,0,narain dun wanna travel way lunch now yeah there nice place missing shan e punjab though
1564,1,barroca serio barroca parabens may th you
1565,1,subway im going get subway love it ate often new zealand
1566,0,going without brandinmusic skype haha
1567,1,cadwaladr omg yes get ready work early tonight payroll distribution duty
1568,0,matt vega matt vega sikeeee i m sick cough
1569,1,scalzi happy frickin birthday try bitter sharing day lovely wife mother there
1570,1,week one day go
1571,0,glennbeck missed show tonight go lake erie enjoy quiet
1572,1,f lou hahah hopefully enjoy day
1573,1,krisbellmusic yeaaa
1574,0,hate continually getting sick whenever exam
1575,0,school w linda nothing i miss
1576,0,jinxcat failing cooking lately makin sad duno cook less army need practice flour tortilla
1577,0,gedhead stephenfry fiftythousand follower hugh laurie s needle haystack now
1578,1,happy morning sunshine may driving window singing smiling wearing shoe kirsten
1579,1,emmieman ur moomie liked pandora buy one next lol
1580,1,rain rain rain go away come back next week gone via gigglingmarlin raining lie crazy key
1581,1,best job world amp yes australia http tinyurl com clxll
1582,0,obviouslb bow try sometimes hard
1583,0,want hear voice
1584,1,today week yiha
1585,1,best weekend ever xxxxxxxxxxxxxxxxxxxxxx
1586,0,zouljiin best sticker ever also dig hair gotten long since seen last
1587,0,rehearsal gonna miss game please keep updated go nugget
1588,0,follower random spammer
1589,0,simon idol might say life sentence good enough chester stile one rape year old child f why
1590,0,joelmadden applaud accepting gay marriage rels born hate it
1591,0,learn today never post anything sold ebay using royal mail lose it refund compo s nowhere near bad
1592,0,mdfogarty im sad work today cant win ticket
1593,0,rosaliejhale fine trying figure meaning behind song cant think anything urlm in cnmt
1594,0,regrettin decision made
1595,0,brookeleeadams gutted live office girl anymore
1596,0,tracy berwick break achy breaky heart split way hallway
1597,1,time tscc
1598,0,going thursday terrible idea knew reason done quarter pop advil
1599,1,laermer yep three thing good haircut ability listen value taking seriously
1600,0,mileycyrus ahhhh voting closed category would voted though tried
1601,0,twpp one told me
1602,0,beautiful day outside today shame stuck office blind shut stop glare
1603,0,awww kanye west shame doesnt get joke
1604,0,lizridley no better people know autumnrose going chiodos tonight right kill something me
1605,0,want go see street dream playing anywhere near
1606,0,headache headache go away
1607,0,oww can t even describe much back hurt going go stupid doctor
1608,1,cohoons world lol poor cubby brewer roll ranger lost leaf won
1609,1,looosie agfest pretty awesome load people lol
1610,1,tor awesome book can t wait film enjoy scared x
1611,1,happy star war day may th
1612,1,artistiquemeg wooohooo fourth row back
1613,0,mareyachristina nope bored hungry
1614,0,wishing going tonight wait tomorrow
1615,1,solidmetalsnake movie awesome
1616,1,cynthia jenny spamming twitter haha
1617,0,iunfold that s true never believe staff call sick monday friday lol
1618,0,iamdiddy sad roommate fry chicken every night finished tonight s batch
1619,0,miss alot im gonna talk him hope
1620,1,hilaryjp sun
1621,1,framianne aww heee nicely done weekend guest approves lot
1622,0,sad beloved boy online wait everyday
1623,0,jvfriedman can t need work overtime project lunchtime sorry
1624,1,coach say come along way faster alot people oh yeah who man ohh sore
1625,0,best brother in law world sent twilight blue ray gift set blue ray player
1626,0,oh well go hope seamless transfer blog however track running sometime eve
1627,1,sheridanpaige loool sheridan ive got swine flu im still coming skl tomorrow way hehe
1628,0,twitter second day running study leave me car one piece
1629,0,jlskowro jennsquared wait recipe simply recipe sorries
1630,1,webanime tbaggins thanks following me
1631,0,waiting aaron get town leave work booo
1632,1,say good evening http plurk com p rqhl
1633,1,watched wolverine yesterday spur moment kinda thing awesome proud south african director
1634,1,happy juddday
1635,0,nicholasxjonas disappointed
1636,1,courvidloveeva fc back dear
1637,1,sooo happy demi s back twitter
1638,1,dannywood glad u could check u today keep touch
1639,1,second last biology first time ever time haha
1640,0,unmarketing fun idea but saw clothing would really look slouchy would buy think not people r buying dream
1641,1,anncurry photo amazing great subject amp way get people educated darfur hug u inspiring woman
1642,1,mwahihi yes nag twitter haha thanks lm
1643,0,tgif bad weather suck
1644,1,furlongthedog welcome twitter hoped long saw light joined u
1645,0,s retro prom wishing dance with gonna miss great dancing nite still blast amp drink
1646,1,watched happens vega really good
1647,0,gross hot there s cotton everywhere hello allergy
1648,1,last week hit guinea pig picture webshots even promote them way go
1649,1,rebekah mcfly cool nice bless her ya upto love l xoxox
1650,1,goodlaura wave make ok again
1651,0,unfortunately people work let bad morning official revenge dish best served cold
1652,1,waking vega goooooooooooooooooooooooood
1653,1,yfeandipoo sooooo excited see also love let craziness begin daysssssss yahoooo
1654,0,lolzyluvsjb neither could i looked ebay like euro two doubt parent would fork amount
1655,0,got brainbone daily question wrong http bit ly ddt
1656,0,think june gloom arrived
1657,1,justin timberlake totally rocked snl tonight ooh happy mother s day another hallmark mkting tool
1658,0,want see next gossip girl episode
1659,0,gone miss kay way already
1660,0,staronmainest idk lol head hurt rly bad amp stomach hmm personally think s ive deal wit
1661,1,playing elgg cool new website hopefully ready soon
1662,0,eating funnel cake mag fest
1663,1,caught email research project yay label search gmail much easier
1664,1,put tv canuck game score yaay come vancity baby i know can t believe watching hockey either
1665,1,hey guy going create iphone app that s twitter client called tweetilicious please reply thought
1666,1,hollie steel bless her go dreambears lt hahahahaha
1667,1,burnt agenn nice day tho xxx
1668,0,underpaid really need well
1669,0,german think able go germany free whenever want plz
1670,1,playing pacman box a achvs taking g exactly nice
1671,0,naataalieee yeah point gt lt please dont make feel worse
1672,1,sierrasnowboard week delivery oz awesome product awesome price parcel today made day
1673,0,nova caine saw it made sad
1674,0,adambien good luck waiting online can t javaone year
1675,1,celestialq good let s go get done www hennesseyblack com
1676,0,argh noo missed killer wossy suck missed brandon total failure anyone know repeated must investigate
1677,1,donyamaries oh absolutely cant wait lettuce come up
1678,0,wtf come need day go
1679,1,besz well good luck then
1680,0,alex
1681,1,symantec ghost image corruption making cry
1682,0,mscrismusic wish u d
1683,0,feelin really awful mono sux much omg listening music
1684,1,http twitpic com ymw gonna miss guy much thanks making year senior school amazing
1685,0,iamdiddy me ex boyfriend year we broke month ago engaged gf week sad embarrassed hug
1686,0,melly hmm certain one ive gave liking muck head give sometimes tbh
1687,0,cramp
1688,0,use twitter quit life
1689,0,lot decision make i need assistant cook nanny chauffer lol lol real
1690,0,woke up dont want go work
1691,0,hookedonwinter picture make thristy everyday
1692,1,aarg look like go home vega weekend much maker faire
1693,0,caiteggers need one too
1694,1,foreverr almost happy mother s dayy yay
1695,1,going home now seen new twitter design quite heavenly it
1696,1,happy mother day im spend day family
1697,0,first day work im excited lay place everything is well job
1698,0,apartment nothin do little hungry http myloc me fim
1699,0,ayebloodyright mean moz workin baker later pub
1700,0,willie pouting grandma put treat food http apps facebook com dogbook profile view
